2017-12-4-13-31-46    UserID [10]    Transaction Complete 
2017-12-4-13-31-46    UserID [31]    Transaction Complete 
2017-12-4-13-31-46    UserID [30]    Transaction Complete 
2017-12-4-13-31-46    UserID [16]    Transaction Complete 
2017-12-4-13-31-46    UserID [7]    Transaction Complete 
2017-12-4-13-31-46    UserID [3]    Transaction Complete 
2017-12-4-13-31-46    UserID [19]    Transaction Complete 
2017-12-4-13-31-46    UserID [45]    Transaction Complete 
2017-12-4-13-31-46    UserID [34]    Transaction Complete 
2017-12-4-13-31-46    UserID [49]    Transaction Complete 
2017-12-4-13-31-46    UserID [4]    Transaction Complete 
2017-12-4-13-31-46    UserID [27]    Transaction Complete 
2017-12-4-13-31-46    UserID [43]    Transaction Complete 
2017-12-4-13-31-46    UserID [11]    Transaction Complete 
2017-12-4-13-31-46    UserID [14]    Transaction Complete 
2017-12-4-13-31-46    UserID [47]    Transaction Complete 
2017-12-4-13-31-46    UserID [39]    Transaction Complete 
2017-12-4-13-31-46    UserID [42]    Transaction Complete 
2017-12-4-13-31-46    UserID [22]    Transaction Complete 
2017-12-4-13-31-46    UserID [12]    Transaction Complete 
2017-12-4-13-31-46    UserID [40]    Transaction Complete 
2017-12-4-13-31-46    UserID [48]    Transaction Complete 
2017-12-4-13-31-46    UserID [29]    Transaction Complete 
2017-12-4-13-31-46    UserID [26]    Transaction Complete 
2017-12-4-13-31-46    UserID [41]    Transaction Complete 
2017-12-4-13-31-46    UserID [38]    Transaction Complete 
2017-12-4-13-31-46    UserID [25]    Transaction Complete 
2017-12-4-13-31-46    UserID [13]    Transaction Complete 
2017-12-4-13-31-46    UserID [8]    Transaction Complete 
2017-12-4-13-31-46    UserID [36]    Transaction Complete 
2017-12-4-13-31-46    UserID [1]    Transaction Complete 
2017-12-4-13-31-46    UserID [15]    Transaction Complete 
2017-12-4-13-31-46    UserID [23]    Transaction Complete 
2017-12-4-13-31-46    UserID [2]    Transaction Complete 
2017-12-4-13-31-46    UserID [18]    Transaction Complete 
2017-12-4-13-31-46    UserID [5]    Transaction Complete 
2017-12-4-13-31-46    UserID [44]    Transaction Complete 
2017-12-4-13-31-46    UserID [28]    Transaction Complete 
2017-12-4-13-31-46    UserID [33]    Transaction Complete 
2017-12-4-13-31-46    UserID [9]    Transaction Complete 
2017-12-4-13-31-46    UserID [24]    Transaction Complete 
2017-12-4-13-31-46    UserID [37]    Transaction Complete 
2017-12-4-13-31-46    UserID [21]    Transaction Complete 
2017-12-4-13-31-46    UserID [6]    Transaction Complete 
2017-12-4-13-31-46    UserID [20]    Transaction Complete 
2017-12-4-13-31-46    UserID [17]    Transaction Complete 
2017-12-4-13-31-46    UserID [32]    Transaction Complete 
2017-12-4-13-31-46    UserID [46]    Transaction Complete 
2017-12-4-13-31-46    UserID [35]    Transaction Complete 
2017-12-4-13-31-46    UserID [0]    Transaction Complete 
2017-12-4-13-31-46    UserID [10]    Transaction Complete 
2017-12-4-13-31-46    UserID [31]    Transaction Complete 
2017-12-4-13-31-46    UserID [3]    Transaction Complete 
2017-12-4-13-31-47    UserID [42]    Transaction Complete 
2017-12-4-13-31-47    UserID [34]    Transaction Complete 
2017-12-4-13-31-47    UserID [22]    Transaction Complete 
2017-12-4-13-31-47    UserID [7]    Transaction Complete 
2017-12-4-13-31-47    UserID [4]    Transaction Complete 
2017-12-4-13-31-47    UserID [40]    Transaction Complete 
2017-12-4-13-31-47    UserID [27]    Transaction Complete 
2017-12-4-13-31-47    UserID [11]    Transaction Complete 
2017-12-4-13-31-47    UserID [19]    Transaction Complete 
2017-12-4-13-31-47    UserID [29]    Transaction Complete 
2017-12-4-13-31-47    UserID [16]    Transaction Complete 
2017-12-4-13-31-47    UserID [45]    Transaction Complete 
2017-12-4-13-31-47    UserID [1]    Transaction Complete 
2017-12-4-13-31-47    UserID [15]    Transaction Complete 
2017-12-4-13-31-47    UserID [44]    Transaction Complete 
2017-12-4-13-31-47    UserID [39]    Transaction Complete 
2017-12-4-13-31-47    UserID [26]    Transaction Complete 
2017-12-4-13-31-47    UserID [43]    Transaction Complete 
2017-12-4-13-31-47    UserID [41]    Transaction Complete 
2017-12-4-13-31-47    UserID [47]    Transaction Complete 
2017-12-4-13-31-47    UserID [37]    Transaction Complete 
2017-12-4-13-31-47    UserID [0]    Transaction Complete 
2017-12-4-13-31-47    UserID [2]    Transaction Complete 
2017-12-4-13-31-47    UserID [12]    Transaction Complete 
2017-12-4-13-31-47    UserID [14]    Transaction Complete 
2017-12-4-13-31-47    UserID [30]    Transaction Complete 
2017-12-4-13-31-47    UserID [28]    Transaction Complete 
2017-12-4-13-31-47    UserID [36]    Transaction Complete 
2017-12-4-13-31-47    UserID [46]    Transaction Complete 
2017-12-4-13-31-47    UserID [17]    Transaction Complete 
2017-12-4-13-31-47    UserID [48]    Transaction Complete 
2017-12-4-13-31-47    UserID [13]    Transaction Complete 
2017-12-4-13-31-47    UserID [8]    Transaction Complete 
2017-12-4-13-31-47    UserID [33]    Transaction Complete 
2017-12-4-13-31-47    UserID [18]    Transaction Complete 
2017-12-4-13-31-47    UserID [20]    Transaction Complete 
2017-12-4-13-31-47    UserID [6]    Transaction Complete 
2017-12-4-13-31-47    UserID [25]    Transaction Complete 
2017-12-4-13-31-47    UserID [9]    Transaction Complete 
2017-12-4-13-31-47    UserID [21]    Transaction Complete 
2017-12-4-13-31-47    UserID [5]    Transaction Complete 
2017-12-4-13-31-47    UserID [23]    Transaction Complete 
2017-12-4-13-31-47    UserID [32]    Transaction Complete 
2017-12-4-13-31-47    UserID [49]    Transaction Complete 
2017-12-4-13-31-47    UserID [10]    Transaction Complete 
2017-12-4-13-31-47    UserID [38]    Transaction Complete 
2017-12-4-13-31-47    UserID [35]    Transaction Complete 
2017-12-4-13-31-47    UserID [31]    Transaction Complete 
2017-12-4-13-31-47    UserID [24]    Transaction Complete 
2017-12-4-13-31-47    UserID [3]    Transaction Complete 
2017-12-4-13-31-47    UserID [22]    Transaction Complete 
2017-12-4-13-31-47    UserID [42]    Transaction Complete 
2017-12-4-13-31-47    UserID [34]    Transaction Complete 
2017-12-4-13-31-47    UserID [7]    Transaction Complete 
2017-12-4-13-31-47    UserID [29]    Transaction Complete 
2017-12-4-13-31-47    UserID [43]    Transaction Complete 
2017-12-4-13-31-47    UserID [40]    Transaction Complete 
2017-12-4-13-31-47    UserID [44]    Transaction Complete 
2017-12-4-13-31-47    UserID [41]    Transaction Complete 
2017-12-4-13-31-47    UserID [11]    Transaction Complete 
2017-12-4-13-31-47    UserID [26]    Transaction Complete 
2017-12-4-13-31-47    UserID [45]    Transaction Complete 
2017-12-4-13-31-47    UserID [28]    Transaction Complete 
2017-12-4-13-31-47    UserID [1]    Transaction Complete 
2017-12-4-13-31-47    UserID [15]    Transaction Complete 
2017-12-4-13-31-47    UserID [16]    Transaction Complete 
2017-12-4-13-31-47    UserID [19]    Transaction Complete 
2017-12-4-13-31-47    UserID [38]    Transaction Complete 
2017-12-4-13-31-47    UserID [18]    Transaction Complete 
2017-12-4-13-31-47    UserID [13]    Transaction Complete 
2017-12-4-13-31-47    UserID [27]    Transaction Complete 
2017-12-4-13-31-47    UserID [30]    Transaction Complete 
2017-12-4-13-31-47    UserID [37]    Transaction Complete 
2017-12-4-13-31-47    UserID [31]    Transaction Complete 
2017-12-4-13-31-47    UserID [8]    Transaction Complete 
2017-12-4-13-31-47    UserID [10]    Transaction Complete 
2017-12-4-13-31-47    UserID [25]    Transaction Complete 
2017-12-4-13-31-47    UserID [2]    Transaction Complete 
2017-12-4-13-31-47    UserID [14]    Transaction Complete 
2017-12-4-13-31-47    UserID [6]    Transaction Complete 
2017-12-4-13-31-47    UserID [20]    Transaction Complete 
2017-12-4-13-31-47    UserID [36]    Transaction Complete 
2017-12-4-13-31-47    UserID [47]    Transaction Complete 
2017-12-4-13-31-47    UserID [48]    Transaction Complete 
2017-12-4-13-31-47    UserID [4]    Transaction Complete 
2017-12-4-13-31-47    UserID [39]    Transaction Complete 
2017-12-4-13-31-47    UserID [46]    Transaction Complete 
2017-12-4-13-31-47    UserID [24]    Transaction Complete 
2017-12-4-13-31-47    UserID [23]    Transaction Complete 
2017-12-4-13-31-47    UserID [5]    Transaction Complete 
2017-12-4-13-31-47    UserID [3]    Transaction Complete 
2017-12-4-13-31-47    UserID [35]    Transaction Complete 
2017-12-4-13-31-47    UserID [12]    Transaction Complete 
2017-12-4-13-31-47    UserID [0]    Transaction Complete 
2017-12-4-13-31-47    UserID [17]    Transaction Complete 
2017-12-4-13-31-47    UserID [49]    Transaction Complete 
2017-12-4-13-31-47    UserID [21]    Transaction Complete 
2017-12-4-13-31-47    UserID [32]    Transaction Complete 
2017-12-4-13-31-47    UserID [33]    Transaction Complete 
2017-12-4-13-31-47    UserID [9]    Transaction Complete 
2017-12-4-13-31-47    UserID [22]    Transaction Complete 
2017-12-4-13-31-47    UserID [42]    Transaction Complete 
2017-12-4-13-31-47    UserID [7]    Transaction Complete 
2017-12-4-13-31-47    UserID [34]    Transaction Complete 
2017-12-4-13-31-47    UserID [29]    Transaction Complete 
2017-12-4-13-31-48    UserID [43]    Transaction Complete 
2017-12-4-13-31-48    UserID [40]    Transaction Complete 
2017-12-4-13-31-48    UserID [44]    Transaction Complete 
2017-12-4-13-31-48    UserID [11]    Transaction Complete 
2017-12-4-13-31-48    UserID [41]    Transaction Complete 
2017-12-4-13-31-48    UserID [26]    Transaction Complete 
2017-12-4-13-31-48    UserID [28]    Transaction Complete 
2017-12-4-13-31-48    UserID [16]    Transaction Complete 
2017-12-4-13-31-48    UserID [8]    Transaction Complete 
2017-12-4-13-31-48    UserID [45]    Transaction Complete 
2017-12-4-13-31-48    UserID [15]    Transaction Complete 
2017-12-4-13-31-48    UserID [19]    Transaction Complete 
2017-12-4-13-31-48    UserID [33]    Transaction Complete 
2017-12-4-13-31-48    UserID [13]    Transaction Complete 
2017-12-4-13-31-48    UserID [31]    Transaction Complete 
2017-12-4-13-31-48    UserID [30]    Transaction Complete 
2017-12-4-13-31-48    UserID [48]    Transaction Complete 
2017-12-4-13-31-48    UserID [3]    Transaction Complete 
2017-12-4-13-31-48    UserID [2]    Transaction Complete 
2017-12-4-13-31-48    UserID [1]    Transaction Complete 
2017-12-4-13-31-48    UserID [18]    Transaction Complete 
2017-12-4-13-31-48    UserID [32]    Transaction Complete 
2017-12-4-13-31-48    UserID [12]    Transaction Complete 
2017-12-4-13-31-48    UserID [47]    Transaction Complete 
2017-12-4-13-31-48    UserID [5]    Transaction Complete 
2017-12-4-13-31-48    UserID [36]    Transaction Complete 
